datetime,open,high,low,close,volume
2025-12-01 17:00:00,84571.8,85265.66,84442.75,84920.3,917.46569
2025-12-01 18:00:00,84925.01,85555.0,84723.83,85199.48,911.27586
2025-12-01 19:00:00,85199.48,85299.14,84603.97,85024.5,617.02121
2025-12-01 20:00:00,85024.5,85833.01,85007.69,85518.0,1007.0535
2025-12-01 21:00:00,85518.01,86507.3,85499.99,86436.65,1202.40704
2025-12-01 22:00:00,86436.64,86860.0,86300.0,86572.65,780.37442
2025-12-01 23:00:00,86572.65,86833.55,86249.8,86286.01,604.10735
2025-12-02 00:00:00,86286.01,86674.53,86184.39,86513.33,887.97566
2025-12-02 01:00:00,86513.33,87350.0,86394.0,86454.93,1192.01967
2025-12-02 02:00:00,86454.93,86857.79,86272.55,86554.47,522.02975
2025-12-02 03:00:00,86554.46,87106.62,86214.99,86976.99,643.79096
2025-12-02 04:00:00,86977.0,87288.48,86900.79,86970.28,689.46639
2025-12-02 05:00:00,86970.28,87125.36,86818.14,87008.2,320.12167
2025-12-02 06:00:00,87008.2,87179.22,86870.0,87090.46,385.60175
2025-12-02 07:00:00,87090.46,87117.18,86882.23,87012.65,338.04553
2025-12-02 08:00:00,87012.64,87058.41,86296.21,86471.89,1046.58604
2025-12-02 09:00:00,86471.88,86999.0,86450.6,86769.87,806.33465
2025-12-02 10:00:00,86769.88,87628.78,86760.01,87272.44,661.40198
2025-12-02 11:00:00,87272.44,87602.47,86985.51,87368.92,846.713
2025-12-02 12:00:00,87368.92,87560.77,87208.68,87264.2,839.51657
2025-12-02 13:00:00,87264.2,87883.43,87032.75,87731.41,1559.3403
2025-12-02 14:00:00,87731.41,89275.54,87600.0,89271.99,2529.97385
2025-12-02 15:00:00,89271.99,91200.0,89263.06,90850.01,4371.66947
2025-12-02 16:00:00,90850.01,91296.72,90201.0,90759.15,2014.14601
2025-12-02 17:00:00,90759.15,91990.0,90736.05,91458.4,1594.71699
2025-12-02 18:00:00,91458.4,92237.15,91326.22,91954.49,1650.85803
2025-12-02 19:00:00,91954.49,92307.65,91850.0,91903.39,892.95903
2025-12-02 20:00:00,91903.38,91930.09,90720.87,91026.67,1812.81861
2025-12-02 21:00:00,91026.66,91631.49,90965.02,91562.43,750.79479
2025-12-02 22:00:00,91562.42,92000.0,91510.6,91981.91,1005.0385
2025-12-02 23:00:00,91981.91,91981.91,91269.38,91277.88,848.30812
2025-12-03 00:00:00,91277.88,91747.99,90990.23,91660.12,1282.57519
2025-12-03 01:00:00,91660.13,92482.02,91468.21,92251.63,1105.16296
2025-12-03 02:00:00,92251.64,93051.64,92158.0,92817.92,1322.86837
2025-12-03 03:00:00,92817.93,93087.09,92597.26,92628.91,714.46982
2025-12-03 04:00:00,92628.91,93482.87,92625.0,93362.21,1228.95814
2025-12-03 05:00:00,93362.21,93660.0,93116.02,93642.92,1042.55272
2025-12-03 06:00:00,93642.92,93958.58,93146.26,93431.8,1068.27612
2025-12-03 07:00:00,93431.81,93468.43,92871.03,92999.99,1206.67241
2025-12-03 08:00:00,93000.0,93173.93,92682.1,92765.65,908.28425
2025-12-03 09:00:00,92765.64,93217.52,92709.41,93178.46,651.04477
2025-12-03 10:00:00,93178.45,93389.62,92861.88,92939.4,644.12113
2025-12-03 11:00:00,92939.4,93054.93,92666.0,93005.68,566.65244
2025-12-03 12:00:00,93005.68,93112.1,92672.55,92937.39,609.37614
2025-12-03 13:00:00,92937.39,93258.53,92886.59,93130.88,653.22336
2025-12-03 14:00:00,93130.89,93700.0,91697.0,92357.54,3444.5392
2025-12-03 15:00:00,92357.54,92993.98,91922.21,92373.3,1816.10102
2025-12-03 16:00:00,92373.3,92739.09,91786.99,92242.24,1045.70106
2025-12-03 17:00:00,92242.24,93040.0,92199.72,92956.22,952.33734
2025-12-03 18:00:00,92956.22,93500.0,92383.05,92623.86,1065.25501
2025-12-03 19:00:00,92623.85,93099.47,92528.75,93024.99,561.39144
2025-12-03 20:00:00,93025.0,93400.0,92825.56,92980.43,993.99987
2025-12-03 21:00:00,92981.45,93769.23,92860.0,93700.0,961.39093
2025-12-03 22:00:00,93700.01,94150.0,93301.87,93781.01,1201.71927
2025-12-03 23:00:00,93781.01,94091.71,93377.58,93429.95,665.85289
2025-12-04 00:00:00,93429.95,93480.0,92669.82,93054.86,1095.83853
2025-12-04 01:00:00,93054.87,93750.73,92981.35,93195.07,1304.157
2025-12-04 02:00:00,93195.07,94070.7,93117.8,93943.24,944.67997
2025-12-04 03:00:00,93943.24,94080.0,93402.38,93543.04,500.0247
2025-12-04 04:00:00,93543.03,93588.48,93231.56,93360.58,388.95379
2025-12-04 05:00:00,93360.58,93380.39,92775.0,92979.25,931.22487
2025-12-04 06:00:00,92979.25,93371.12,92824.32,93140.74,1076.30029
2025-12-04 07:00:00,93140.75,93413.39,92888.0,93397.67,674.02891
2025-12-04 08:00:00,93397.67,93600.0,93044.41,93260.63,411.88207
2025-12-04 09:00:00,93260.64,93621.31,93235.5,93454.7,402.88554
2025-12-04 10:00:00,93454.71,93553.69,93156.42,93260.0,373.45816
2025-12-04 11:00:00,93260.0,93318.17,92736.9,92948.31,728.79798
2025-12-04 12:00:00,92948.32,93200.0,92782.48,92990.18,474.71729
2025-12-04 13:00:00,92990.18,93060.63,92424.0,92516.38,997.53962
2025-12-04 14:00:00,92516.38,92821.26,91801.0,91894.01,1176.07323
2025-12-04 15:00:00,91894.0,93257.0,91886.55,92971.49,1647.82775
2025-12-04 16:00:00,92971.49,93174.55,92268.76,92431.72,1073.45255
2025-12-04 17:00:00,92431.71,92536.0,91756.57,92426.76,1204.88261
2025-12-04 18:00:00,92426.77,92550.86,91890.32,92127.52,605.6924
2025-12-04 19:00:00,92127.53,92174.91,90889.0,91975.44,1976.68364
2025-12-04 20:00:00,91975.43,92532.42,91688.92,92476.25,812.83088
2025-12-04 21:00:00,92476.25,92718.53,92086.0,92158.23,581.65983
2025-12-04 22:00:00,92158.24,92497.25,92151.79,92348.78,231.66801
2025-12-04 23:00:00,92348.78,92461.03,92076.66,92078.06,188.68097
2025-12-05 00:00:00,92078.06,92474.0,92058.82,92299.08,300.89002
2025-12-05 01:00:00,92299.09,92600.0,92227.44,92358.03,512.17408
2025-12-05 02:00:00,92358.03,92692.36,92252.66,92518.4,403.18655
2025-12-05 03:00:00,92518.4,92665.56,91959.92,92142.75,535.04122
2025-12-05 04:00:00,92142.75,92386.31,91813.37,92028.14,507.97714
2025-12-05 05:00:00,92028.15,92204.69,91880.13,91932.85,239.31127
2025-12-05 06:00:00,91932.85,92286.77,91905.83,92275.26,277.29503
2025-12-05 07:00:00,92275.27,92497.51,92203.34,92258.65,362.60812
2025-12-05 08:00:00,92258.64,92258.65,91892.86,92112.04,447.11606
2025-12-05 09:00:00,92112.04,92112.04,90956.25,91128.56,1077.36085
2025-12-05 10:00:00,91128.55,91488.0,91083.87,91272.85,493.57021
2025-12-05 11:00:00,91272.85,91563.7,91128.4,91351.43,413.65104
2025-12-05 12:00:00,91351.44,91432.69,91081.57,91242.4,357.37789
2025-12-05 13:00:00,91242.4,91352.56,90215.51,90465.14,1524.52886
2025-12-05 14:00:00,90465.14,90744.24,89874.7,90287.67,1551.1367
2025-12-05 15:00:00,90287.67,91478.67,90258.24,90459.35,1911.11908
2025-12-05 16:00:00,90459.34,90498.59,88056.0,88810.89,3451.73023
2025-12-05 17:00:00,88810.88,89540.71,88607.25,89336.13,1157.12551
2025-12-05 18:00:00,89335.53,89795.59,88908.53,88936.04,857.04766
2025-12-05 19:00:00,88936.04,89800.0,88814.88,89629.26,1041.63454
2025-12-05 20:00:00,89629.27,89745.37,89181.91,89301.75,1024.68482
2025-12-05 21:00:00,89301.75,89484.0,89075.91,89177.68,695.18131
